"","KO","KO_ID","fc","auroc","p.val","p.adj","cohen.d","ID","L1","id1","L2","id2","L3","gene","protein","EC"
"5284","K16074","K16074",-0.0220316427406157,0.399395529025159,2.56330866088561e-06,1.88368119245663e-05,-0.258127339675548,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","zntB"," zinc transporter",""
"5285","K16076","K16076",-0.00423406666119691,0.422293070441219,0.000254836756413246,0.00108088172893361,-0.149748819514924,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","nmpC, ompD"," outer membrane porin protein LC",""
"5286","K16077","K16077",-0.0125257906806871,0.405248044136933,8.8259334023455e-06,5.74099386780692e-05,-0.254243301888651,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","scrY"," sucrose porin",""
"5287","K16089","K16089",-0.119943113882805,0.331803313284795,3.99680288865056e-15,7.34600018783766e-14,-0.531060104722016,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","TC.FEV.OM2, cirA, cfrA, hmuR"," outer membrane receptor for ferrienterochelin and colicins",""
"5288","K16091","K16091",-0.00991013690281302,0.421874764467357,0.00024572289125957,0.00104971205368249,-0.187295969289713,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","fecA"," Fe(3+) dicitrate transport protein",""
"5289","K16135","K16135",-0.018412825910696,0.437465141168845,0.00346626125439764,0.0105598577402542,-0.198946243348693,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","dmlR"," LysR family transcriptional regulator, transcriptional activator for dmlA",""
"5290","K16136","K16136",-0.0376993658346661,0.419564660305401,0.000171751391992103,0.000769904147654411,-0.282700826586615,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","malI"," LacI family transcriptional regulator, maltose regulon regulatory protein",""
"5291","K16137","K16137",-0.0518946641604699,0.423205052834682,0.000333766847762318,0.00135956104426079,-0.247018474529149,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","nemR"," TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon",""
"5292","K16147","K16147",0.0356087711128984,0.612754186828261,1.3613095773132e-07,1.17453508193883e-06,0.231324769651924,"A09100","Metabolism",9101,"Carbohydrate metabolism",500,"Starch and sucrose metabolism [PATH:ko00500","glgE"," starch synthase (maltosyl-transferring) ","EC:2.4.99.16"
"5293","K16148","K16148",0.024381003122944,0.60005803524322,2.95661035940195e-06,2.1443151439356e-05,0.1600301655381,"A09100","Metabolism",9101,"Carbohydrate metabolism",500,"Starch and sucrose metabolism [PATH:ko00500","glgM"," alpha-maltose-1-phosphate synthase ","EC:2.4.1.342"
"5295","K16209","K16209",0.0255358833377217,0.570294246220172,0.00102562276930356,0.00356697375823786,0.0961764329449322,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","lacS, galP, rafP"," lactose/raffinose/galactose permease",""
"5296","K16210","K16210",-0.0103403217103087,0.420989161729903,0.000215253160504636,0.000937832451261956,-0.231748551954999,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","togT, rhiT"," oligogalacturonide transporter",""
"5297","K16212","K16212",-0.0523924597407667,0.426532658014139,0.000601307111894211,0.00225010472522751,-0.297228605208403,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","mgp"," 4-O-beta-D-mannosyl-D-glucose phosphorylase ","EC:2.4.1.281"
"5298","K16213","K16213",0.0432718147284127,0.570738931850043,0.000954523267510101,0.00334766669136019,0.0994451262949234,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","cbe, mbe"," cellobiose epimerase ","EC:5.1.3.11"
"5299","K16248","K16248",0.0708955919282961,0.681601320490209,2.19126684739141e-17,5.08203001988326e-16,0.604291432561905,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","gutA, gutP"," probable glucitol transport protein GutA",""
"5300","K16263","K16263",-0.0529279913008574,0.415313767165619,7.63891789297144e-05,0.000389000797412111,-0.281523191890168,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","yjeH"," amino acid efflux transporter",""
"5301","K16264","K16264",-0.0648011135568538,0.399116658375918,2.46045182938914e-06,1.81933587313446e-05,-0.338371236249342,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","czcD, zitB"," cobalt-zinc-cadmium efflux system protein",""
"5302","K16291","K16291",-0.0272046412576301,0.44150876558284,0.00628904894255267,0.0178834089807696,-0.215632228526297,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors [BR:ko01002","erfK"," L,D-transpeptidase ErfK/SrfK",""
"5304","K16306","K16306",0.00443988809912052,0.5779631890743,8.86487097150748e-06,5.7573257183129e-05,0.105945466012559,"A09100","Metabolism",9101,"Carbohydrate metabolism",51,"Fructose and mannose metabolism [PATH:ko00051","K16306"," fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase ","EC:4.1.2.13"
"5309","K16321","K16321",-0.0176932090429524,0.434201600868268,0.00210841666665407,0.00676741602411787,-0.193312435579125,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","gntP"," high-affinity gluconate transporter",""
"5310","K16322","K16322",-0.059723559215115,0.431921644884608,0.00147523216737211,0.00490918586152685,-0.273301311492166,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","pit"," low-affinity inorganic phosphate transporter",""
"5311","K16324","K16324",-0.0203466531690454,0.442763683504424,0.00750679039553614,0.0210089199439442,-0.200226697915524,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","psuT"," putative pseudouridine transporter",""
"5312","K16328","K16328",0.109827785669779,0.685742926483667,4.15601867620424e-18,1.01773563229637e-16,0.475980417029492,"A09100","Metabolism",9104,"Nucleotide metabolism",240,"Pyrimidine metabolism [PATH:ko00240","psuK"," pseudouridine kinase ","EC:2.7.1.83"
"5313","K16345","K16345",-0.0716185512981604,0.416840018691871,0.000102878670751094,0.000498874672494823,-0.324931634903397,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","xanP"," xanthine permease XanP",""
"5314","K16348","K16348",-0.0127366257416863,0.429468336875744,0.00090459455762848,0.00319811166119869,-0.178171194591662,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","ecnB"," entericidin B",""
"5315","K16363","K16363",-0.128033637899171,0.336615716245346,2.35367281220533e-14,3.99117715568668e-13,-0.543148746517131,"A09100","Metabolism",9107,"Glycan biosynthesis and metabolism",540,"Lipopolysaccharide biosynthesis [PATH:ko00540","lpxC-fabZ"," UDP-3-O-","3-hydroxymyristoyl"
"5319","K16370","K16370",-0.0261571946077094,0.426464824612973,0.000591590455456092,0.00221573645169925,-0.243456042738209,"A09100","Metabolism",9101,"Carbohydrate metabolism",10,"Glycolysis / Gluconeogenesis [PATH:ko00010","pfkB"," 6-phosphofructokinase 2 ","EC:2.7.1.11"
"5324","K16371","K16371",0.101711219398607,0.69799062391655,2.29758327416155e-20,7.1114045876093e-19,0.620394536858306,"A09100","Metabolism",9101,"Carbohydrate metabolism",52,"Galactose metabolism [PATH:ko00052","gatZ-kbaZ"," D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ",""
"5325","K16511","K16511",0.150208484943039,0.659227603672048,1.03676956909654e-13,1.63797788089142e-12,0.490289866760546,"A09190","Not Included in Pathway or Brite",9192,"Unclassified: genetic information processing",99975,"Protein processing","mecA1_2"," adapter protein MecA 1/2",""
"5326","K16516","K16516",-0.00126792314245538,0.440943487239783,7.46736745105281e-07,5.8932039239304e-06,-0.182536801203973,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","galR"," LysR family transcriptional regulator, regulator for genes of the gallate degradation pathway",""
"5327","K16651","K16651",-0.00579108111879399,0.433376294487406,0.00181038265924016,0.00590181911543993,-0.16281493130486,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",860,"Porphyrin metabolism [PATH:ko00860","pduX"," L-threonine kinase ","EC:2.7.1.177"
"5328","K16692","K16692",-0.00485507050589158,0.447018345166493,0.0132005630003191,0.0347479884731764,-0.180302362339953,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","etk-wzc"," tyrosine-protein kinase Etk/Wzc ","EC:2.7.10.-"
"5330","K16693","K16693",-0.0438514256274335,0.423061848987775,0.000326344923522903,0.00133193521237828,-0.281629053462112,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","wzxE"," enterobacterial common antigen flippase",""
"5331","K16695","K16695",-0.0305019420320466,0.429724596391263,0.001027777243642,0.00357148302611157,-0.227605664673192,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","wzxC"," lipopolysaccharide exporter",""
"5332","K16698","K16698",0.00595262979304919,0.557831743016928,0.000590634126602045,0.0022131501971596,0.134725096445415,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1003,"Glycosyltransferases [BR:ko01003","tuaG"," teichuronic acid biosynthesis glycosyltransferase TuaG ","EC:2.4.-.-"
"5333","K16703","K16703",-0.018057141632411,0.44195345121271,0.00666911587336427,0.0188675021276354,-0.211451176731869,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1003,"Glycosyltransferases [BR:ko01003","wcaL, amsK"," colanic acid/amylovoran biosynthesis glycosyltransferase ","EC:2.4.-.-"
"5334","K16704","K16704",-0.04303217333667,0.426641945160464,0.000611035067810572,0.00228138025766405,-0.261432256047245,"A09100","Metabolism",9107,"Glycan biosynthesis and metabolism",541,"O-Antigen nucleotide sugar biosynthesis [PATH:ko00541","rffC, wecD"," dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase ","EC:2.3.1.210"
"5335","K16710","K16710",-0.019988631937854,0.449814588703478,0.0190648539447273,0.0482914432442348,-0.196065380716319,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99986,"Glycan metabolism","wcaK, amsJ"," colanic acid/amylovoran biosynthesis protein",""
"5336","K16711","K16711",-0.0284171046927082,0.442503655466618,0.00723454175390503,0.0202947421303953,-0.19882500197494,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99986,"Glycan metabolism","wcaM"," colanic acid biosynthesis protein WcaM",""
"5337","K16784","K16784",0.0222011747519339,0.597623569845792,5.09172944038511e-06,3.50651276432146e-05,0.177075164764162,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","bioM"," biotin transport system ATP-binding protein ","EC:7.6.2.-"
"5339","K16785","K16785",0.213504597688482,0.749951009210268,1.75077675662677e-31,1.22495523324996e-29,0.943289058673909,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","ecfT"," energy-coupling factor transport system permease protein",""
"5341","K16786","K16786",0.20987312498629,0.749755046051342,1.94959029258562e-31,1.35269073133899e-29,0.936741820439412,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","ecfA1"," energy-coupling factor transport system ATP-binding protein ","EC:7.-.-.-"
"5343","K16787","K16787",0.190410666540463,0.713758121165529,1.81323717824702e-23,7.54850637304235e-22,0.751163230821909,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","ecfA2"," energy-coupling factor transport system ATP-binding protein ","EC:7.-.-.-"
"5345","K16789","K16789",0.112222870977091,0.667529658270399,5.12282000317862e-15,9.29250530424078e-14,0.533263626212787,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","thiT"," thiamine transporter",""
"5346","K16792","K16792",0.00398235842058876,0.574058999984926,3.48442357402266e-05,0.000194968485734628,0.0965709998456838,"A09100","Metabolism",9105,"Amino acid metabolism",300,"Lysine biosynthesis [PATH:ko00300","aksD"," methanogen homoaconitase large subunit ","EC:4.2.1.114"
"5348","K16793","K16793",0.0035849820445856,0.571142163734756,1.93398237357503e-05,0.000116094716960243,0.126954367122073,"A09100","Metabolism",9102,"Energy metabolism",680,"Methane metabolism [PATH:ko00680","aksE"," methanogen homoaconitase small subunit ","EC:4.2.1.114"
"5350","K16839","K16839",-0.00547363940217285,0.396169673947452,1.05363106195355e-06,8.15291098682647e-06,-0.229857994801638,"A09100","Metabolism",9104,"Nucleotide metabolism",230,"Purine metabolism [PATH:ko00230","hpxO"," FAD-dependent urate hydroxylase ","EC:1.14.13.113"
"5351","K16841","K16841",-0.004624186344584,0.41774446404076,0.00010857977391443,0.000522261812600546,-0.219651061516253,"A09100","Metabolism",9104,"Nucleotide metabolism",230,"Purine metabolism [PATH:ko00230","hpxA"," allantoin racemase ","EC:5.1.99.3"
"5352","K16842","K16842",-0.00552202188777079,0.400722048870197,3.07472860083813e-06,2.22031139033636e-05,-0.21553932924581,"A09100","Metabolism",9104,"Nucleotide metabolism",230,"Purine metabolism [PATH:ko00230","hpxB"," allantoinase ","EC:3.5.2.5"
"5353","K16868","K16868",-0.0371882670608434,0.429336438595698,0.000965103237271947,0.00337907887028016,-0.246985703900998,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","tehB"," tellurite methyltransferase ","EC:2.1.1.265"
"5354","K16881","K16881",0,0.521126335941151,0.0104244431686398,0.0281981526387572,0.0751977975127744,"A09100","Metabolism",9101,"Carbohydrate metabolism",520,"Amino sugar and nucleotide sugar metabolism [PATH:ko00520","K16881"," mannose-1-phosphate guanylyltransferase / phosphomannomutase ","EC:2.7.7.13"
"5356","K16898","K16898",0.152723493300813,0.696174196174196,5.114139430801e-20,1.515314053411e-18,0.694809467078164,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3400,"DNA repair and recombination proteins [BR:ko03400","addA"," ATP-dependent helicase/nuclease subunit A ","EC:5.6.2.4"
"5357","K16899","K16899",0.137490047709335,0.68912705949743,1.02385825175668e-18,2.70624937048559e-17,0.658257085956071,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3400,"DNA repair and recombination proteins [BR:ko03400","addB"," ATP-dependent helicase/nuclease subunit B ","EC:5.6.2.4"
"5358","K16916","K16916",0,0.483467492726752,0.014325174890583,0.0372606704589174,-0.0856078796107877,"A09130","Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters [PATH:ko02010","yydJ"," putative peptide transport system permease protein",""
"5360","K16923","K16923",0.00149896646195113,0.55529552751775,0.00959557404753891,0.0261600358611031,-0.0556829584058379,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","qrtT"," energy-coupling factor transport system substrate-specific component",""
"5361","K16925","K16925",0.0234947257412549,0.599323173397247,3.48642956870149e-06,2.48953795789096e-05,0.104912622920359,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","ykoE"," energy-coupling factor transport system permease protein",""
"5362","K16926","K16926",0.152611857657253,0.67234206123095,8.37498792406916e-16,1.66024165370952e-14,0.558868356778451,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","htsT"," energy-coupling factor transport system substrate-specific component",""
"5363","K16927","K16927",0.0348858074458945,0.636495877236618,1.81721447176461e-10,2.0473785780666e-09,0.498689729414273,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","cbrT"," energy-coupling factor transport system substrate-specific component",""
"5364","K16937","K16937",-0.0392018694080798,0.421803162543903,0.000260126448636155,0.00110051463991089,-0.27838170192236,"A09100","Metabolism",9102,"Energy metabolism",920,"Sulfur metabolism [PATH:ko00920","doxD"," thiosulfate dehydrogenase (quinone) large subunit ","EC:1.8.5.2"
"5365","K16962","K16962",-0.00012796849056862,0.443547536140129,0.00778231081252057,0.0217051185562525,-0.0337352538124628,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","yxeN"," putative S-methylcysteine transport system permease protein",""
"5367","K17076","K17076",0.0490103081797577,0.589773737921886,2.75833165064138e-05,0.000159485203633612,0.327173830468328,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","lysY"," putative lysine transport system ATP-binding protein",""
"5369","K17103","K17103",-0.0531888109739708,0.425571684830944,0.000509148440209106,0.0019427909776265,-0.272751361885082,"A09100","Metabolism",9103,"Lipid metabolism",564,"Glycerophospholipid metabolism [PATH:ko00564","CHO1, pssA"," CDP-diacylglycerol---serine O-phosphatidyltransferase ","EC:2.7.8.8"
"5371","K17104","K17104",0.00681940887344389,0.576908002833929,0.000315581301555615,0.00129371241592912,0.0670456380580198,"A09100","Metabolism",9103,"Lipid metabolism",564,"Glycerophospholipid metabolism [PATH:ko00564","E2.5.1.41"," phosphoglycerol geranylgeranyltransferase ","EC:2.5.1.41"
"5372","K17105","K17105",0.0100971346030549,0.589046413120487,3.03929986881629e-05,0.000173442157010037,0.0777476195734712,"A09100","Metabolism",9103,"Lipid metabolism",564,"Glycerophospholipid metabolism [PATH:ko00564","E2.5.1.42"," geranylgeranylglycerol-phosphate geranylgeranyltransferase ","EC:2.5.1.42"
"5373","K17204","K17204",-0.00232991382931361,0.452087007642563,0.000683032677095019,0.0025074647572721,-0.163134908880409,"A09130","Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters [PATH:ko02010","eryE"," erythritol transport system ATP-binding protein",""
"5375","K17214","K17214",-0.00525957699251107,0.424312998387072,0.000382662269355682,0.00152369490896959,-0.199312048023453,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","K17214"," inositol transport system permease protein",""
"5377","K17218","K17218",-0.0276041380193787,0.434145073033962,0.00210019057043032,0.00674621400054121,-0.245033102425808,"A09100","Metabolism",9102,"Energy metabolism",920,"Sulfur metabolism [PATH:ko00920","sqr"," sulfide:quinone oxidoreductase ","EC:1.8.5.4"
"5378","K17228","K17228",0,0.482932362561992,0.00229569543658648,0.00730999212351449,-0.122490843857579,"A09100","Metabolism",9102,"Energy metabolism",920,"Sulfur metabolism [PATH:ko00920","sfnG"," dimethylsulfone monooxygenase ","EC:1.14.14.35"
"5379","K17234","K17234",0.0202165979713743,0.59733339362969,5.4711367126929e-06,3.73995765762571e-05,0.137966759869117,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","araN"," arabinooligosaccharide transport system substrate-binding protein",""
"5381","K17235","K17235",0.0293718644514635,0.614770346251828,8.30986440796225e-08,7.38398410466315e-07,0.260456643051453,"A09130","Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters [PATH:ko02010","araP"," arabinooligosaccharide transport system permease protein",""
"5383","K17236","K17236",0.0274870137151882,0.613658632177151,1.10628309575358e-07,9.65348245508621e-07,0.261354054488208,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","araQ"," arabinooligosaccharide transport system permease protein",""
"5385","K17247","K17247",-0.0435736174276352,0.43379083193898,0.00197911246450655,0.00639925839979865,-0.259455671311269,"A09190","Not Included in Pathway or Brite",9192,"Unclassified: genetic information processing",99975,"Protein processing","msrQ"," methionine sulfoxide reductase heme-binding subunit",""
"5386","K17318","K17318",0.225850967609911,0.700621052472904,7.30443448062616e-21,2.39435911360998e-19,0.682274866294063,"A09130","Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters [PATH:ko02010","K17318, lplA"," putative aldouronate transport system substrate-binding protein",""
"5388","K17319","K17319",0.228905146158695,0.708143022957838,2.46464366551136e-22,9.32755598138526e-21,0.70544052433771,"A09130","Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters [PATH:ko02010","lplB"," putative aldouronate transport system permease protein",""
"5390","K17320","K17320",0.202243839337656,0.686511705030224,3.02984026772443e-18,7.57551053125332e-17,0.659360242505663,"A09130","Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters [PATH:ko02010","lplC"," putative aldouronate transport system permease protein",""
"5392","K17331","K17331",0.0102935381148478,0.564818583337102,0.00243601901041574,0.00770603886045649,0.295853884294327,"A09130","Environmental Information Processing",9131,"Membrane transport",2010,"ABC transporters [PATH:ko02010","dasC"," N,N'-diacetylchitobiose transport system permease protein",""
"5394","K17398","K17398",0.0125547941189247,0.6068979031942,5.4582632318385e-07,4.37396531937318e-06,0.534308248396182,"A09100","Metabolism",9105,"Amino acid metabolism",270,"Cysteine and methionine metabolism [PATH:ko00270","DNMT3A"," DNA (cytosine-5)-methyltransferase 3A ","EC:2.1.1.37"
"5399","K17463","K17463",-0.00442491690050793,0.431706839114247,0.00128761863993754,0.00435801333175607,-0.152240438553847,"A09100","Metabolism",9101,"Carbohydrate metabolism",30,"Pentose phosphate pathway [PATH:ko00030","dgaF"," 2-dehydro-3-deoxy-phosphogluconate aldolase ","EC:4.1.2.14"
"5400","K17464","K17464",-0.00170199178107524,0.467466347095977,0.0128373583429433,0.0339239948814757,-0.161809559458477,"A09100","Metabolism",9101,"Carbohydrate metabolism",30,"Pentose phosphate pathway [PATH:ko00030","dgaA"," D-glucosaminate PTS system EIIA component ","EC:2.7.1.203"
"5403","K17488","K17488",0.00928900506870037,0.583231583231583,9.70963454170464e-05,0.000476011776023111,0.0901808790435992,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",790,"Folate biosynthesis [PATH:ko00790","mptA"," GTP cyclohydrolase IV ","EC:3.5.4.39"
"5404","K17675","K17675",0.0978875044490093,0.660742549631439,3.8203834596331e-14,6.23696327155004e-13,0.478355080992784,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3029,"Mitochondrial biogenesis [BR:ko03029","SUPV3L1, SUV3"," ATP-dependent RNA helicase SUPV3L1/SUV3 ","EC:3.6.4.13"
"5405","K17713","K17713",-0.0328557527744394,0.441399478436516,0.00619651740387228,0.01766649900921,-0.223213231401891,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","bamB"," outer membrane protein assembly factor BamB",""
"5406","K17734","K17734",0.0267639508135314,0.626976589939553,3.02744498472569e-09,3.12348289254351e-08,0.208274809524141,"A09180","Brite Hierarchies",9181,"Protein families: metabolism",1002,"Peptidases and inhibitors [BR:ko01002","aprX"," serine protease AprX ","EC:3.4.21.-"
"5407","K17735","K17735",0.00407944434936739,0.623569845792068,6.90371263846644e-09,6.85105022978207e-08,0.614252885116706,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","lcdH, cdhA"," carnitine 3-dehydrogenase ","EC:1.1.1.108"
"5408","K17737","K17737",-0.00578858305701016,0.414665581332248,6.08580261203251e-05,0.000319083076497372,-0.194008065855882,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","dhcR"," LysR family transcriptional regulator, carnitine catabolism transcriptional activator",""
"5409","K17758","K17758",0.0608361014256519,0.594838631875669,9.46340972818596e-06,6.10192819390218e-05,0.353520008419563,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","nnrD"," ADP-dependent NAD(P)H-hydrate dehydratase ","EC:4.2.1.136"
"5410","K17759","K17759",0.060795237275856,0.594898928232262,9.34063110990824e-06,6.03805082461925e-05,0.354075723453096,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","NAXE, nnrE"," NAD(P)H-hydrate epimerase ","EC:5.1.99.6"
"5411","K17810","K17810",0.0187682445270836,0.598938784123969,3.82273439077787e-06,2.69958325170623e-05,0.0629965462634408,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","asl"," D-aspartate ligase ","EC:6.3.1.12"
"5412","K17830","K17830",0.0108480869192543,0.581385007310933,0.000139134360971068,0.000645726136814442,0.0882057185574781,"A09100","Metabolism",9103,"Lipid metabolism",564,"Glycerophospholipid metabolism [PATH:ko00564","GGR"," digeranylgeranylglycerophospholipid reductase ","EC:1.3.1.101"
"5413","K17836","K17836",-0.063585005316548,0.410377002969596,2.845259434614e-05,0.000164055609782522,-0.311558686851472,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",1504,"Antimicrobial resistance genes [BR:ko01504","penP"," beta-lactamase class A ","EC:3.5.2.6"
"5416","K17870","K17870",0.00329458454895051,0.580066024510469,9.22443386495821e-06,5.97685886067253e-05,0.110209337874152,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","nox1"," NADH oxidase (H2O2-forming) ","EC:1.6.3.3"
"5417","K17884","K17884",0.00618134378733024,0.570998959887849,2.9803788246838e-05,0.000170430179219212,0.11505892926375,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","E2.7.8.39"," archaetidylinositol phosphate synthase ","EC:2.7.8.39"
"5418","K17910","K17910",-0.00549740124166785,0.425714888677852,0.000502984852744692,0.00192126423040409,-0.12592768557407,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",1504,"Antimicrobial resistance genes [BR:ko01504","aphD"," aminoglycoside 2''-phosphotransferase ","EC:2.7.1.190"
"5419","K17938","K17938",-0.0393576652879013,0.428778697297216,0.000878865356491065,0.00312310412212745,-0.251596517038334,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",2000,"Transporters [BR:ko02000","sbmA, bacA"," peptide/bleomycin uptake transporter",""
"5420","K18011","K18011",0.00655897955816113,0.599929905485461,2.79401095368251e-06,2.03525242347862e-05,0.281638772931119,"A09100","Metabolism",9105,"Amino acid metabolism",310,"Lysine degradation [PATH:ko00310","kamE"," beta-lysine 5,6-aminomutase beta subunit ","EC:5.4.3.3"
"5422","K18012","K18012",0.0261351912119424,0.610685268092676,2.34717416280439e-07,1.96013762081337e-06,0.439997038211652,"A09100","Metabolism",9105,"Amino acid metabolism",310,"Lysine degradation [PATH:ko00310","kdd"," L-erythro-3,5-diaminohexanoate dehydrogenase ","EC:1.4.1.11"
"5423","K18013","K18013",0.0131178068585961,0.595942808905772,7.43041616331245e-06,4.93346451162197e-05,0.355298940956166,"A09100","Metabolism",9105,"Amino acid metabolism",310,"Lysine degradation [PATH:ko00310","kce"," 3-keto-5-aminohexanoate cleavage enzyme ","EC:2.3.1.247"
"5424","K18014","K18014",0.00261437765584649,0.559708467115875,0.00509804654040569,0.0148465671547456,0.18418186726379,"A09100","Metabolism",9105,"Amino acid metabolism",310,"Lysine degradation [PATH:ko00310","kal"," 3-aminobutyryl-CoA ammonia-lyase ","EC:4.3.1.14"
"5425","K18118","K18118",-0.0078204020635347,0.441312802423914,0.0060367589830066,0.0172721839493172,-0.176253082211873,"A09100","Metabolism",9101,"Carbohydrate metabolism",620,"Pyruvate metabolism [PATH:ko00620","aarC, cat1"," succinyl-CoA:acetate CoA-transferase ","EC:2.8.3.18"
